i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy 
1096 15.480861902236938 -0.013614073395729065 -0.0017257332801818848 0.013038836419582367 -0.04589043786622583 0.048020350305363536 -0.0 -0.04527402044783474 0.060106395838967 -0.014832375391132269 -18.0 85.0 18.0 -0.04156184405088424 0.019328212738037108 -0.00011013468600809565 -7.00837690383196e-05 -0.004218459129333496 0.028762221336364746 
1097 15.48609733581543 -0.013230584561824799 -0.0019174814224243164 0.012655340135097504 -0.04569941913902759 0.0357868188302964 -0.0 -0.03374013636266268 0.05418348765873045 -0.020443351296067766 -18.0 85.0 18.0 -0.03715172246098518 0.021475791931152344 -0.00011094233214855185 -7.00837690383196e-05 -0.00843675434589386 0.014381110668182373 
1098 15.490965604782104 -0.013230584561824799 -0.0019174814224243164 0.012655340135097504 -0.037263472439274185 0.021405708162114023 -0.0 -0.02018149519670807 0.04051624543851595 -0.020334750241807885 -18.0 85.0 18.0 -0.03715172246098518 0.021475791931152344 -0.00011174997828900805 -7.00837690383196e-05 0.0 0.0 
1099 15.49586033821106 -0.013230584561824799 -0.002109229564666748 0.01227184385061264 -0.037264280085414644 0.03793439802341163 -0.0 -0.03576489344344523 0.04830860400219682 -0.012543710558751588 -18.0 85.0 17.0 -0.03715172246098518 0.023623371124267576 -0.00011255762442946426 -7.00837690383196e-05 0.0 0.014381110668182373 
1100 15.50084662437439 -0.013230584561824799 -0.002109229564666748 0.01227184385061264 -0.0372650877315551 0.023553287355229255 -0.0 -0.022206252277490623 0.04152994285953179 -0.019323690582041166 -18.0 85.0 17.0 -0.03715172246098518 0.023623371124267576 -0.00011336527056992044 -7.00837690383196e-05 0.0 0.0 
1101 15.505901575088501 -0.013230584561824799 -0.002109229564666748 0.01227184385061264 -0.037265895377695556 0.023553287355229255 -0.0 -0.022206252277490623 0.04153060229984408 -0.019324350022353456 -18.0 85.0 17.0 -0.03715172246098518 0.023623371124267576 -0.00011417291671037664 -7.00837690383196e-05 0.0 0.0 
1102 15.510847091674805 -0.013422325253486633 -0.002109229564666748 0.011888347566127777 -0.035253473696559665 0.023553287355229255 -0.0 -0.022206252277490623 0.03988746687781179 -0.017681214600321172 -18.0 85.0 17.0 -0.03935674041509628 0.023623371124267576 -0.0001150284980237483 -7.00837690383196e-05 0.004218295216560364 0.0 
1103 15.515925168991089 -0.013422325253486633 -0.002109229564666748 0.011888347566127777 -0.039472624494433395 0.023553287355229255 -0.0 -0.022206252277490623 0.04333238907869419 -0.02112613680120356 -18.0 85.0 17.0 -0.03935674041509628 0.023623371124267576 -0.00011588407933711995 -7.00837690383196e-05 0.0 0.0 
1104 15.5208580493927 -0.013422325253486633 -0.002109229564666748 0.011696599423885345 -0.03947348007574677 0.023553287355229255 -0.0 -0.022206252277490623 0.04333308765791125 -0.02112683538042063 -18.0 85.0 17.0 -0.03935674041509628 0.023623371124267576 -0.00011673966065049161 -7.00837690383196e-05 0.0 0.0 
1105 15.52616286277771 -0.013422325253486633 -0.0023009777069091797 0.011696599423885345 -0.03947433565706014 0.04008197721652687 -0.0 -0.037789650524227794 0.051125485360496915 -0.013335834836269123 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00011759524196386327 -7.00837690383196e-05 0.0 0.014381110668182373 
1106 15.530868291854858 -0.013422325253486633 -0.0023009777069091797 0.011696599423885345 -0.039475191238373515 0.02570086654834449 -0.0 -0.02423100935827318 0.04434686335673669 -0.02011585399846351 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00011845082327723492 -7.00837690383196e-05 0.0 0.0 
1107 15.535865545272827 -0.013422325253486633 -0.0023009777069091797 0.011888347566127777 -0.03947604681968688 0.02570086654834449 -0.0 -0.02423100935827318 0.04434756193595375 -0.02011655257768058 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00011930640459060657 -7.00837690383196e-05 0.0 0.0 
1108 15.540925741195679 -0.013422325253486633 -0.0023009777069091797 0.011888347566127777 -0.039476902401000255 0.02570086654834449 -0.0 -0.02423100935827318 0.04434826051517083 -0.02011725115689765 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00012016198590397824 -7.00837690383196e-05 0.0 0.0 
1109 15.545895338058472 -0.013422325253486633 -0.0023009777069091797 0.011888347566127777 -0.03947775798231363 0.02570086654834449 -0.0 -0.02423100935827318 0.04434895909438791 -0.020117949736114728 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001210175672173499 -7.00837690383196e-05 0.0 0.0 
1110 15.550993919372559 -0.013422325253486633 -0.0023009777069091797 0.012080095708370209 -0.039478613563627 0.02570086654834449 -0.0 -0.02423100935827318 0.04434965767360499 -0.0201186483153318 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00012187314853072154 -7.00837690383196e-05 0.0 0.0 
1111 15.555896043777466 -0.013422325253486633 -0.0023009777069091797 0.012080095708370209 -0.03947946914494037 0.02570086654834449 -0.0 -0.02423100935827318 0.04435035625282205 -0.020119346894548876 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001227287298440932 -7.00837690383196e-05 0.0 0.0 
1112 15.560847043991089 -0.013614073395729065 -0.0023009777069091797 0.01227184385061264 -0.03746701716974377 0.02570086654834449 -0.0 -0.02423100935827318 0.04270719609579277 -0.0184761867375196 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00012363224819302547 -7.00837690383196e-05 0.004218459129333496 0.0 
1113 15.565998077392578 -0.013422325253486633 -0.0023009777069091797 0.01227184385061264 -0.043699687373936175 0.02570086654834449 -0.0 -0.02423100935827318 0.04779615000756599 -0.023565140649292805 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001244878295063971 -7.00837690383196e-05 -0.004218459129333496 0.0 
1114 15.570853471755981 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039482083825916045 0.02570086654834449 -0.0 -0.02423100935827318 0.04435249113089891 -0.02012148177262573 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00012534341081976878 -7.00837690383196e-05 0.0 0.0 
1115 15.575862646102905 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.03746963185071945 0.02570086654834449 -0.0 -0.02423100935827318 0.04270933097386964 -0.018478321615596458 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00012624692916870104 -7.00837690383196e-05 0.004218459129333496 0.0 
1116 15.580858945846558 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.041688994498401875 0.02570086654834449 -0.0 -0.02423100935827318 0.046154426149396494 -0.021923416791123314 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.0001271504475176333 -7.00837690383196e-05 0.0 0.0 
1117 15.586165189743042 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.041689898016750805 0.02570086654834449 -0.0 -0.02423100935827318 0.0461551638690392 -0.02192415451076602 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00012805396586656556 -7.00837690383196e-05 0.0 0.0 
1118 15.590853452682495 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.04169080153509974 0.02570086654834449 -0.0 -0.02423100935827318 0.04615590158868192 -0.02192489223040874 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00012895748421549782 -7.00837690383196e-05 0.0 0.0 
1119 15.595911741256714 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.04169170505344867 0.02570086654834449 -0.0 -0.02423100935827318 0.046156639308324615 -0.021925629950051442 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.0001298610025644301 -7.00837690383196e-05 0.0 0.0 
1120 15.600892066955566 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.0416926085717976 0.02570086654834449 -0.0 -0.02423100935827318 0.04615737702796732 -0.02192636766969415 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00013076452091336237 -7.00837690383196e-05 0.0 0.0 
1121 15.605859756469727 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.04169351209014654 0.02570086654834449 -0.0 -0.02423100935827318 0.046158114747610036 -0.021927105389336857 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00013166803926229463 -7.00837690383196e-05 0.0 0.0 
1122 15.611328601837158 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.04169441560849547 0.02570086654834449 -0.0 -0.02423100935827318 0.046158852467252744 -0.021927843108979567 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.0001325715576112269 -7.00837690383196e-05 0.0 0.0 
1123 15.61620807647705 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.0416953191268444 0.02570086654834449 -0.0 -0.02423100935827318 0.04615959018689545 -0.021928580828622275 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.00013347507596015915 -7.00837690383196e-05 0.0 0.0 
1124 15.620963096618652 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.041696222645193334 0.02570086654834449 -0.0 -0.02423100935827318 0.04616032790653816 -0.021929318548264982 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.0001343785943090914 -7.00837690383196e-05 0.0 0.0 
1125 15.62582802772522 -0.013614073395729065 -0.0023009777069091797 0.012463591992855072 -0.041697126163542264 0.02570086654834449 -0.0 -0.02423100935827318 0.046161065626180865 -0.021930056267907692 -18.0 85.0 17.0 -0.04156184405088424 0.025770950317382812 -0.0001352821126580237 -7.00837690383196e-05 0.0 0.0 
1126 15.630851745605469 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.04371133723840117 0.02570086654834449 -0.0 -0.02423100935827318 0.04780566208206993 -0.02357465272379675 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00013613769397139534 -7.00837690383196e-05 -0.004218459129333496 0.0 
1127 15.635820150375366 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03949373369038105 0.02570086654834449 -0.0 -0.02423100935827318 0.04436200320540285 -0.020130993847129675 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00013699327528476698 -7.00837690383196e-05 0.0 0.0 
1128 15.640872716903687 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039494589271694414 0.02570086654834449 -0.0 -0.02423100935827318 0.044362701784619915 -0.02013169242634674 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00013784885659813865 -7.00837690383196e-05 0.0 0.0 
1129 15.645825386047363 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03949544485300779 0.02570086654834449 -0.0 -0.02423100935827318 0.04436340036383699 -0.020132391005563816 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001387044379115103 -7.00837690383196e-05 0.0 0.0 
1130 15.650887250900269 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03949630043432116 0.02570086654834449 -0.0 -0.02423100935827318 0.04436409894305407 -0.020133089584780894 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00013956001922488197 -7.00837690383196e-05 0.0 0.0 
1131 15.655838966369629 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039497156015634534 0.02570086654834449 -0.0 -0.02423100935827318 0.04436479752227114 -0.02013378816399797 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014041560053825364 -7.00837690383196e-05 0.0 0.0 
1132 15.660875797271729 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.0394980115969479 0.02570086654834449 -0.0 -0.02423100935827318 0.04436549610148821 -0.020134486743215035 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014127118185162528 -7.00837690383196e-05 0.0 0.0 
1133 15.665887594223022 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039498867178261274 0.02570086654834449 -0.0 -0.02423100935827318 0.04436619468070528 -0.020135185322432112 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014212676316499692 -7.00837690383196e-05 0.0 0.0 
1134 15.670848608016968 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03949972275957465 0.02570086654834449 -0.0 -0.02423100935827318 0.044366893259922366 -0.02013588390164919 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001429823444783686 -7.00837690383196e-05 0.0 0.0 
1135 15.675859689712524 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950057834088802 0.02570086654834449 -0.0 -0.02423100935827318 0.04436759183913944 -0.02013658248086626 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014383792579174024 -7.00837690383196e-05 0.0 0.0 
1136 15.68090295791626 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950143392220139 0.02570086654834449 -0.0 -0.02423100935827318 0.04436829041835651 -0.02013728106008333 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001446935071051119 -7.00837690383196e-05 0.0 0.0 
1137 15.685871124267578 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950228950351476 0.02570086654834449 -0.0 -0.02423100935827318 0.044368988997573584 -0.020137979639300405 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014554908841848355 -7.00837690383196e-05 0.0 0.0 
1138 15.690838813781738 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039503145084828134 0.02570086654834449 -0.0 -0.02423100935827318 0.04436968757679066 -0.020138678218517482 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014640466973185522 -7.00837690383196e-05 0.0 0.0 
1139 15.695870637893677 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950400066614151 0.02570086654834449 -0.0 -0.02423100935827318 0.04437038615600773 -0.020139376797734553 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014726025104522687 -7.00837690383196e-05 0.0 0.0 
1140 15.700855255126953 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039504856247454874 0.02570086654834449 -0.0 -0.02423100935827318 0.0443710847352248 -0.020140075376951623 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014811583235859854 -7.00837690383196e-05 0.0 0.0 
1141 15.705844640731812 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950571182876825 0.02570086654834449 -0.0 -0.02423100935827318 0.04437178331444187 -0.0201407739561687 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014897141367197018 -7.00837690383196e-05 0.0 0.0 
1142 15.710853338241577 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950656741008162 0.02570086654834449 -0.0 -0.02423100935827318 0.04437248189365895 -0.020141472535385778 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00014982699498534182 -7.00837690383196e-05 0.0 0.0 
1143 15.71583080291748 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.039507422991394994 0.02570086654834449 -0.0 -0.02423100935827318 0.044373180472876035 -0.02014217111460285 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.0001506825762987135 -7.00837690383196e-05 0.0 0.0 
1144 15.720865249633789 -0.013422325253486633 -0.0023009777069091797 0.012463591992855072 -0.03950827857270836 0.02570086654834449 -0.0 -0.02423100935827318 0.04437387905209309 -0.02014286969381992 -18.0 85.0 17.0 -0.03935674041509628 0.025770950317382812 -0.00015153815761208514 -7.00837690383196e-05 0.0 0.0 
1145 15.726107835769653 -0.013230584561824799 -0.0023009777069091797 0.012463591992855072 -0.041522363481298084 0.02570086654834449 -0.0 -0.02423100935827318 0.04601837249365474 -0.02178736313538156 -18.0 85.0 17.0 -0.03715172246098518 0.025770950317382812 -0.00015234580375254135 -7.00837690383196e-05 -0.004218295216560364 0.0 
1146 15.730859518051147 -0.013230584561824799 -0.0023009777069091797 0.012463591992855072 -0.03730487591087818 0.02570086654834449 -0.0 -0.02423100935827318 0.04257480831230171 -0.01834379895402853 -18.0 85.0 17.0 -0.03715172246098518 0.025770950317382812 -0.00015315344989299756 -7.00837690383196e-05 0.0 0.0 
1147 15.73595929145813 -0.013038836419582367 -0.0023009777069091797 0.012463591992855072 -0.0393189911135286 0.02570086654834449 -0.0 -0.02423100935827318 0.044219326488860324 -0.019988317130587147 -18.0 85.0 17.0 -0.034946618825197215 0.025770950317382812 -0.00015391315899789313 -7.00837690383196e-05 -0.004218459129333496 0.0 
1148 15.740893840789795 -0.013038836419582367 -0.0023009777069091797 0.012463591992855072 -0.0351012916933 0.02570086654834449 -0.0 -0.02423100935827318 0.04077558933286283 -0.016544579974589645 -18.0 85.0 17.0 -0.034946618825197215 0.025770950317382812 -0.00015467286810278872 -7.00837690383196e-05 0.0 0.0 
1149 15.745887517929077 -0.013038836419582367 -0.0023009777069091797 0.012463591992855072 -0.035102051402404896 0.02570086654834449 -0.0 -0.02423100935827318 0.04077620963274947 -0.016545200274476292 -18.0 85.0 17.0 -0.034946618825197215 0.025770950317382812 -0.00015543257720768432 -7.00837690383196e-05 0.0 0.0 
1150 15.750837087631226 -0.012847088277339935 -0.0023009777069091797 0.012463591992855072 -0.03711540689595043 0.02570086654834449 -0.0 -0.02423100935827318 0.04242010750942145 -0.018189098151148272 -18.0 85.0 17.0 -0.03274151518940925 0.025770950317382812 -0.00015543257720768432 -7.00837690383196e-05 -0.004218459129333496 0.0 
