i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
2468 22.370943307876587 0.10124273598194122 0.06883738934993744 1.1282428577542305 1.6873598098754883 20211.0 19792.0 19933.0 14.0 15.0 15.0 0.75 
2469 22.375944137573242 0.10105098783969879 0.06826214864850044 1.1364880874752998 1.6490459442138672 20225.0 19807.0 19948.0 13.0 12.0 13.0 0.75 
2470 22.380945205688477 0.10085924156010151 0.06845389679074287 1.1445413902401924 1.6106605529785156 20238.0 19819.0 19961.0 17.0 16.0 16.0 0.75 
2471 22.38598084449768 0.10085924156010151 0.06845389679074287 1.1445413902401924 0.0 20238.0 19819.0 19961.0 17.0 16.0 16.0 0.75 
2472 22.3909432888031 0.10085924156010151 0.06845389679074287 1.1445413902401924 0.0 20255.0 19835.0 19977.0 12.0 13.0 12.0 0.75 
2473 22.395950317382812 0.10009225085377693 0.06883738934993744 1.1602647379040718 3.144669532775879 20267.0 19848.0 19989.0 13.0 13.0 14.0 0.75 
2474 22.40095853805542 0.10009225085377693 0.06883738934993744 1.1602647379040718 0.0 20267.0 19848.0 19989.0 13.0 13.0 14.0 0.75 
2475 22.405957460403442 0.09913351200520992 0.06864564120769501 1.1761797741055489 3.18300724029541 20293.0 19873.0 20015.0 14.0 14.0 14.0 0.75 
2476 22.41100001335144 0.09798302687704563 0.06826214864850044 1.1928618028759956 3.3364057540893555 20320.0 19899.0 20043.0 14.0 14.0 14.0 0.75 
2477 22.415951251983643 0.0977912787348032 0.06826214864850044 1.2016822174191475 1.764082908630371 20334.0 19913.0 20057.0 12.0 12.0 12.0 0.75 
2478 22.421052932739258 0.0977912787348032 0.06826214864850044 1.2016822174191475 0.0 20334.0 19913.0 20057.0 12.0 12.0 12.0 0.75 
2479 22.425962448120117 0.09740778431296349 0.06807040050625801 1.2108861282467842 1.8407821655273438 20346.0 19925.0 20069.0 16.0 16.0 17.0 0.75 
2480 22.43093991279602 0.09702428989112377 0.06787865236401558 1.2204735353589058 1.9174814224243164 20362.0 19941.0 20086.0 12.0 12.0 13.0 0.75 
2481 22.43594455718994 0.09606555104255676 0.06730340793728828 1.2394565418362617 3.7966012954711914 20387.0 19964.0 20111.0 12.0 12.0 12.0 0.75 
2482 22.440983057022095 0.09606555104255676 0.06730340793728828 1.2394565418362617 0.0 20387.0 19964.0 20111.0 12.0 12.0 12.0 0.75 
2483 22.446059226989746 0.09510681219398975 0.06711166352033615 1.2588230445981026 3.873300552368164 20413.0 19989.0 20137.0 13.0 13.0 12.0 0.75 
2484 22.45095920562744 0.09510681219398975 0.06711166352033615 1.2588230445981026 0.0 20413.0 19989.0 20137.0 13.0 13.0 12.0 0.75 
2485 22.45595121383667 0.09395632706582546 0.06691991537809372 1.278381235897541 3.9116382598876953 20440.0 20016.0 20164.0 13.0 12.0 12.0 0.75 
2486 22.460999488830566 0.09338108450174332 0.06672816723585129 1.2879686430096626 1.9174814224243164 20453.0 20028.0 20176.0 15.0 15.0 16.0 0.75 
2487 22.465983629226685 0.09338108450174332 0.06672816723585129 1.2879686430096626 0.0 20453.0 20028.0 20176.0 15.0 15.0 16.0 0.75 
2488 22.470958948135376 0.09338108450174332 0.06672816723585129 1.2879686430096626 0.0 20468.0 20043.0 20192.0 13.0 12.0 12.0 0.75 
2489 22.47595977783203 0.0920388512313366 0.06634467095136642 1.3071434572339058 3.834962844848633 20481.0 20055.0 20204.0 13.0 12.0 13.0 0.75 
2490 22.48094868659973 0.09146360866725445 0.06615292280912399 1.316922552883625 1.9558191299438477 20494.0 20067.0 20217.0 13.0 13.0 13.0 0.75 
2491 22.48594617843628 0.0899296272546053 0.06596117466688156 1.3364807441830635 3.9116382598876953 20521.0 20094.0 20244.0 13.0 12.0 13.0 0.75 
2492 22.490946769714355 0.08935438469052315 0.06576943024992943 1.34645164757967 1.994180679321289 20534.0 20106.0 20257.0 15.0 14.0 14.0 0.75 
2493 22.4960196018219 0.08935438469052315 0.06576943024992943 1.34645164757967 0.0 20534.0 20106.0 20257.0 15.0 14.0 14.0 0.75 
2494 22.50094699859619 0.088779142126441 0.06576943024992943 1.3564225509762764 1.994180679321289 20549.0 20120.0 20271.0 13.0 13.0 13.0 0.75 
2495 22.50597620010376 0.08839564677327871 0.065577682107687 1.3665851429104805 2.0325183868408203 20562.0 20133.0 20284.0 16.0 16.0 16.0 0.75 
2496 22.510956048965454 0.08858739398419857 0.06519418582320213 1.3769395425915718 2.0708799362182617 20578.0 20149.0 20300.0 13.0 12.0 12.0 0.75 
2497 22.516161680221558 0.09050487075001001 0.06538593396544456 1.3966895416378975 3.9499998092651367 20605.0 20174.0 20325.0 13.0 13.0 13.0 0.75 
2498 22.52094268798828 0.09108011331409216 0.06576943024992943 1.4060851410031319 1.879119873046875 20618.0 20187.0 20338.0 14.0 14.0 14.0 0.75 
2499 22.5259850025177 0.09108011331409216 0.06576943024992943 1.4060851410031319 0.0 20618.0 20187.0 20338.0 14.0 14.0 14.0 0.75 
2500 22.530954122543335 0.09050487075001001 0.06634467095136642 1.4152890518307686 1.8407821655273438 20632.0 20201.0 20352.0 13.0 12.0 13.0 0.75 
2501 22.535963773727417 0.08916263747960329 0.06615292280912399 1.4241094663739204 1.764082908630371 20645.0 20213.0 20365.0 15.0 15.0 14.0 0.75 
2502 22.54098343849182 0.08801215142011642 0.06576943024992943 1.4329298809170723 1.764082908630371 20660.0 20228.0 20379.0 13.0 12.0 13.0 0.75 
2503 22.545948266983032 0.08743690885603428 0.06519418582320213 1.4413666799664497 1.6873598098754883 20673.0 20240.0 20392.0 16.0 16.0 16.0 0.75 
2504 22.550978660583496 0.08743690885603428 0.06519418582320213 1.4413666799664497 0.0 20689.0 20256.0 20408.0 13.0 12.0 12.0 0.75 
2505 22.5561261177063 0.08686166629195213 0.0650024376809597 1.4661021307110786 4.947090148925781 20716.0 20282.0 20433.0 13.0 13.0 14.0 0.75 
2506 22.560985803604126 0.08686166629195213 0.0650024376809597 1.4661021307110786 0.0 20716.0 20282.0 20433.0 13.0 13.0 14.0 0.75 
2507 22.565980672836304 0.08571118023246527 0.06481068953871727 1.4816337898373604 3.1063318252563477 20744.0 20309.0 20461.0 13.0 13.0 13.0 0.75 
2508 22.570984840393066 0.08571118023246527 0.06481068953871727 1.4816337898373604 0.0 20744.0 20309.0 20461.0 13.0 13.0 13.0 0.75 
2509 22.57594323158264 0.08532768487930298 0.06481068953871727 1.489303596317768 1.533961296081543 20757.0 20322.0 20474.0 14.0 14.0 14.0 0.75 
2510 22.580979585647583 0.08494418999180198 0.0650024376809597 1.4971653297543526 1.5723466873168945 20771.0 20336.0 20488.0 13.0 13.0 13.0 0.75 
2511 22.585984230041504 0.08456069463863969 0.0650024376809597 1.5052186325192451 1.6106605529785156 20784.0 20349.0 20501.0 16.0 16.0 16.0 0.75 
2512 22.590949296951294 0.08398545207455754 0.06461894139647484 1.5138473585247993 1.7257452011108398 20800.0 20365.0 20517.0 13.0 12.0 12.0 0.75 
2513 22.59598183631897 0.08360195672139525 0.06423544883728027 1.5226677730679512 1.764082908630371 20813.0 20377.0 20529.0 12.0 12.0 13.0 0.75 
2514 22.60095500946045 0.08302671369165182 0.06385195255279541 1.5316798761487007 1.8024206161499023 20825.0 20389.0 20542.0 12.0 13.0 12.0 0.75 
2515 22.605952262878418 0.08264321880415082 0.06385195255279541 1.5408837869763374 1.8407821655273438 20837.0 20402.0 20554.0 14.0 13.0 14.0 0.75 
2516 22.610997676849365 0.08206797577440739 0.06385195255279541 1.5504710748791695 1.9174575805664062 20851.0 20415.0 20568.0 12.0 12.0 12.0 0.75 
2517 22.61594820022583 0.08149273321032524 0.06366020441055298 1.560058481991291 1.9174814224243164 20863.0 20427.0 20580.0 14.0 14.0 14.0 0.75 
2518 22.620951890945435 0.08091749018058181 0.06346845626831055 1.5696458891034126 1.9174814224243164 20877.0 20441.0 20594.0 13.0 13.0 13.0 0.75 
2519 22.625942945480347 0.08091749018058181 0.06346845626831055 1.5696458891034126 0.0 20890.0 20454.0 20607.0 12.0 12.0 12.0 0.75 
2520 22.630985021591187 0.07957525714300573 0.06346845626831055 1.5892041996121407 3.9116621017456055 20902.0 20466.0 20619.0 16.0 17.0 16.0 0.75 
2521 22.635945558547974 0.07900001422967762 0.06346845626831055 1.5991749837994576 1.994156837463379 20918.0 20483.0 20635.0 13.0 12.0 12.0 0.75 
2522 22.640973329544067 0.07842477143276483 0.06346845626831055 1.6089541986584663 1.9558429718017578 20931.0 20495.0 20647.0 12.0 12.0 13.0 0.75 
2523 22.64595627784729 0.07746603339910507 0.06327670812606812 1.6187332943081856 1.9558191299438477 20943.0 20507.0 20660.0 14.0 14.0 13.0 0.75 
2524 22.650983810424805 0.07689079060219228 0.06327670812606812 1.6285123899579048 1.9558191299438477 20957.0 20521.0 20673.0 13.0 12.0 12.0 0.75 
2525 22.655948400497437 0.0763155478052795 0.06308496370911598 1.638291485607624 1.9558191299438477 20970.0 20533.0 20685.0 14.0 14.0 15.0 0.75 
2526 22.660999298095703 0.07554855733178556 0.06308496370911598 1.6482623890042305 1.994180679321289 20984.0 20547.0 20700.0 13.0 13.0 12.0 0.75 
2527 22.666012287139893 0.07554855733178556 0.06308496370911598 1.6482623890042305 0.0 20997.0 20560.0 20712.0 13.0 13.0 12.0 0.75 
2528 22.67096781730652 0.07516506221145391 0.06327670812606812 1.6584249809384346 2.0325183868408203 21010.0 20573.0 20724.0 14.0 13.0 15.0 0.75 
2529 22.6759831905365 0.07612380012869835 0.06308496370911598 1.6781749799847603 3.9499998092651367 21024.0 20586.0 20739.0 16.0 16.0 16.0 0.75 
2530 22.68096089363098 0.07746603339910507 0.06289321556687355 1.6881458833813667 1.994180679321289 21040.0 20602.0 20755.0 13.0 13.0 12.0 0.75 
2531 22.685950994491577 0.07746603339910507 0.06289321556687355 1.6881458833813667 0.0 21040.0 20602.0 20755.0 13.0 13.0 12.0 0.75 
2532 22.690953969955444 0.07823302381439134 0.06289321556687355 1.697924979031086 1.9558191299438477 21053.0 20615.0 20767.0 13.0 13.0 13.0 0.75 
2533 22.695948839187622 0.07708253819146194 0.06308496370911598 1.7163328006863594 3.6815643310546875 21079.0 20641.0 20793.0 15.0 14.0 14.0 0.75 
2534 22.700957775115967 0.07612380012869835 0.06327670812606812 1.7247697189450264 1.6873836517333984 21094.0 20655.0 20807.0 13.0 12.0 13.0 0.75 
2535 22.70595359802246 0.07612380012869835 0.06327670812606812 1.7247697189450264 0.0 21107.0 20667.0 20820.0 13.0 13.0 13.0 0.75 
2536 22.71099877357483 0.07612380012869835 0.06327670812606812 1.7247697189450264 0.0 21107.0 20667.0 20820.0 13.0 13.0 13.0 0.75 
2537 22.715946197509766 0.07458981941454113 0.06308496370911598 1.7495051696896553 4.947090148925781 21137.0 20697.0 20849.0 13.0 12.0 13.0 0.75 
2538 22.720987558364868 0.07439807173795998 0.06327670812606812 1.7573667839169502 1.5723228454589844 21150.0 20709.0 20862.0 13.0 13.0 13.0 0.75 
2539 22.725950479507446 0.07382282894104719 0.06346845626831055 1.7650367096066475 1.5339851379394531 21163.0 20722.0 20875.0 14.0 14.0 14.0 0.75 
2540 22.730974197387695 0.07324758591130376 0.06385195255279541 1.7727066352963448 1.5339851379394531 21177.0 20736.0 20889.0 13.0 12.0 13.0 0.75 
2541 22.735946893692017 0.07267234334722161 0.06404370069503784 1.7805682495236397 1.5723228454589844 21190.0 20748.0 20902.0 14.0 14.0 14.0 0.75 
2542 22.740958213806152 0.07228884799405932 0.06423544883728027 1.7884298637509346 1.5723228454589844 21217.0 20774.0 20928.0 12.0 12.0 13.0 0.75 
2543 22.745957612991333 0.07228884799405932 0.06423544883728027 1.7884298637509346 0.0 21217.0 20774.0 20928.0 12.0 12.0 13.0 0.75 
2544 22.751001834869385 0.07228884799405932 0.06423544883728027 1.7884298637509346 0.0 21217.0 20774.0 20928.0 12.0 12.0 13.0 0.75 
2545 22.75595736503601 0.07152185775339603 0.06423544883728027 1.8148911073803902 5.292248725891113 21244.0 20800.0 20955.0 14.0 14.0 14.0 0.75 
2546 22.760971069335938 0.0709466147236526 0.0644271969795227 1.8242867067456245 1.879119873046875 21258.0 20814.0 20969.0 12.0 12.0 12.0 0.75 
2547 22.765949249267578 0.07037137215957046 0.0644271969795227 1.833682306110859 1.879119873046875 21270.0 20826.0 20981.0 14.0 13.0 14.0 0.75 
2548 22.770957469940186 0.06979612912982702 0.0644271969795227 1.8432697132229805 1.9174814224243164 21284.0 20839.0 20995.0 13.0 12.0 12.0 0.75 
2549 22.7759530544281 0.06941263377666473 0.06461894139647484 1.852857120335102 1.9174814224243164 21297.0 20851.0 21007.0 14.0 14.0 14.0 0.75 
2550 22.780988931655884 0.06922088656574488 0.06461894139647484 1.8624445274472237 1.9174814224243164 21311.0 20865.0 21021.0 12.0 12.0 12.0 0.75 
2551 22.785957098007202 0.06922088656574488 0.06461894139647484 1.8624445274472237 0.0 21311.0 20865.0 21021.0 12.0 12.0 12.0 0.75 
2552 22.79097008705139 0.06787865329533815 0.0650024376809597 1.8820027187466621 3.9116382598876953 21336.0 20889.0 21045.0 17.0 16.0 16.0 0.75 
2553 22.795952320098877 0.06730341073125601 0.06519418582320213 1.8915901258587837 1.9174814224243164 21353.0 20905.0 21061.0 13.0 13.0 12.0 0.75 
2554 22.80097007751465 0.06672816723585129 0.06538593396544456 1.901369221508503 1.9558191299438477 21366.0 20918.0 21073.0 12.0 12.0 13.0 0.75 
2555 22.8059504032135 0.06596117746084929 0.06538593396544456 1.9109566286206245 1.9174814224243164 21378.0 20930.0 21086.0 14.0 13.0 13.0 0.75 
2556 22.81096124649048 0.06519418675452471 0.065577682107687 1.9207357242703438 1.9558191299438477 21392.0 20943.0 21099.0 13.0 13.0 13.0 0.75 
2557 22.815953016281128 0.06461894419044256 0.06576943024992943 1.930514819920063 1.9558191299438477 21405.0 20956.0 21112.0 14.0 14.0 13.0 0.75 
2558 22.82095694541931 0.06385195348411798 0.06596117466688156 1.9401022270321846 1.9174814224243164 21419.0 20970.0 21125.0 13.0 12.0 13.0 0.75 
2559 22.825956106185913 0.06385195348411798 0.06596117466688156 1.9401022270321846 0.0 21432.0 20982.0 21138.0 13.0 13.0 12.0 0.75 
2560 22.830957889556885 0.06289321556687355 0.06615292280912399 1.9598522260785103 3.9499998092651367 21445.0 20995.0 21150.0 15.0 14.0 15.0 0.75 
2561 22.835947513580322 0.06308496277779341 0.06634467095136642 1.969631440937519 1.9558429718017578 21460.0 21009.0 21165.0 15.0 14.0 14.0 0.75 
2562 22.84099245071411 0.06423544883728027 0.06634467095136642 1.9794105365872383 1.9558191299438477 21475.0 21023.0 21179.0 12.0 13.0 12.0 0.75 
2563 22.84595227241516 0.065577682107687 0.06653641909360886 1.98899794369936 1.9174814224243164 21487.0 21036.0 21191.0 15.0 14.0 14.0 0.75 
2564 22.850956678390503 0.06672816723585129 0.06672816723585129 1.9987770393490791 1.9558191299438477 21502.0 21050.0 21205.0 13.0 13.0 13.0 0.75 
2565 22.855950355529785 0.06711166258901358 0.06730340793728828 2.0083644464612007 1.9174814224243164 21515.0 21063.0 21218.0 15.0 14.0 15.0 0.75 
2566 22.86098837852478 0.06711166258901358 0.06787865236401558 2.017760045826435 1.879119873046875 21530.0 21077.0 21233.0 13.0 13.0 12.0 0.75 
2567 22.865960121154785 0.06711166258901358 0.06787865236401558 2.017760045826435 0.0 21530.0 21077.0 21233.0 13.0 13.0 12.0 0.75 
2568 22.870968103408813 0.06519418675452471 0.06864564120769501 2.0348255708813667 3.413105010986328 21556.0 21102.0 21258.0 17.0 17.0 17.0 0.75 
2569 22.875958919525146 0.06423544883728027 0.06845389679074287 2.0432624891400337 1.6873836517333984 21573.0 21119.0 21275.0 13.0 13.0 13.0 0.75 
2570 22.880956888198853 0.06385195348411798 0.06807040050625801 2.0516994073987007 1.6873836517333984 21586.0 21132.0 21288.0 13.0 13.0 12.0 0.75 
2571 22.885952711105347 0.0634684581309557 0.06807040050625801 2.0597527101635933 1.6106605529785156 21599.0 21145.0 21300.0 15.0 14.0 15.0 0.75 
2572 22.890966415405273 0.06308496277779341 0.06845389679074287 2.0676144436001778 1.5723466873168945 21614.0 21159.0 21315.0 13.0 13.0 13.0 0.75 
2573 22.895954847335815 0.0627014683559537 0.06902913749217987 2.075284369289875 1.5339851379394531 21627.0 21172.0 21328.0 14.0 13.0 13.0 0.75 
2574 22.900970220565796 0.062317973002791405 0.0692208856344223 2.0829541757702827 1.533961296081543 21641.0 21185.0 21341.0 13.0 13.0 13.0 0.75 
2575 22.90594983100891 0.062317973002791405 0.0692208856344223 2.0829541757702827 0.0 21654.0 21198.0 21354.0 12.0 13.0 13.0 0.75 
2576 22.910994291305542 0.062317973002791405 0.0692208856344223 2.0829541757702827 0.0 21654.0 21198.0 21354.0 12.0 13.0 13.0 0.75 
2577 22.915950298309326 0.06059224344789982 0.0697961300611496 2.1065392568707466 4.717016220092773 21681.0 21225.0 21381.0 14.0 14.0 15.0 0.75 
2578 22.920978307724 0.060208749026060104 0.0697961300611496 2.1151678636670113 1.7257213592529297 21695.0 21239.0 21396.0 12.0 12.0 12.0 0.75 
2579 22.92595624923706 0.05982525460422039 0.0697961300611496 2.124179847538471 1.8023967742919922 21707.0 21251.0 21408.0 14.0 14.0 14.0 0.75 
2580 22.93097496032715 0.05944175831973553 0.0697961300611496 2.133383758366108 1.8407821655273438 21721.0 21265.0 21422.0 12.0 12.0 12.0 0.75 
2581 22.935962677001953 0.05886651575565338 0.06998787447810173 2.1427793577313423 1.879119873046875 21733.0 21277.0 21434.0 14.0 14.0 14.0 0.75 
2582 22.941137552261353 0.05886651575565338 0.06998787447810173 2.1427793577313423 0.0 21733.0 21277.0 21434.0 14.0 14.0 14.0 0.75 
2583 22.94605302810669 0.05848302133381367 0.07017962262034416 2.152175195515156 1.8791675567626953 21759.0 21303.0 21460.0 13.0 12.0 12.0 0.75 
2584 22.951192378997803 0.05848302133381367 0.07017962262034416 2.152175195515156 0.0 21759.0 21303.0 21460.0 13.0 12.0 12.0 0.75 
2585 22.956035137176514 0.05675729177892208 0.07094661518931389 2.180937297642231 5.752420425415039 21788.0 21331.0 21488.0 13.0 12.0 12.0 0.75 
2586 22.96104145050049 0.056182049214839935 0.07113836333155632 2.190524585545063 1.9174575805664062 21801.0 21343.0 21500.0 12.0 12.0 12.0 0.75 
2587 22.966028928756714 0.05560680665075779 0.07152185589075089 2.200112111866474 1.9175052642822266 21813.0 21355.0 21512.0 14.0 14.0 14.0 0.75 
2588 22.971052646636963 0.055031564086675644 0.07190535217523575 2.209699399769306 1.9174575805664062 21827.0 21369.0 21526.0 13.0 13.0 13.0 0.75 
2589 22.97603130340576 0.05426457338035107 0.07209710031747818 2.219286687672138 1.9174575805664062 21840.0 21382.0 21539.0 15.0 14.0 13.0 0.75 
2590 22.981064796447754 0.05349758267402649 0.07228884845972061 2.2288742139935493 1.9175052642822266 21855.0 21396.0 21552.0 12.0 12.0 13.0 0.75 
2591 22.98603129386902 0.05349758267402649 0.07228884845972061 2.2288742139935493 0.0 21867.0 21408.0 21565.0 13.0 12.0 12.0 0.75 
2592 22.991064310073853 0.05273059196770191 0.07248059660196304 2.2384615018963814 1.9174575805664062 21880.0 21420.0 21577.0 15.0 14.0 14.0 0.75 
2593 22.996026039123535 0.05158010683953762 0.07305583730340004 2.257828004658222 3.873300552368164 21895.0 21434.0 21591.0 16.0 16.0 16.0 0.75 
2594 23.00104856491089 0.05177185498178005 0.0734393335878849 2.267607219517231 1.9558429718017578 21911.0 21450.0 21607.0 13.0 13.0 13.0 0.75 
2595 23.006035566329956 0.05253884568810463 0.07363107986748219 2.277194507420063 1.9174575805664062 21924.0 21463.0 21620.0 13.0 13.0 12.0 0.75 
2596 23.011064291000366 0.05388107895851135 0.07363107986748219 2.286782033741474 1.9175052642822266 21937.0 21476.0 21632.0 13.0 12.0 13.0 0.75 
2597 23.016103506088257 0.055031564086675644 0.07401457615196705 2.296369321644306 1.9174575805664062 21950.0 21488.0 21645.0 15.0 15.0 14.0 0.75 
2598 23.02109432220459 0.055031564086675644 0.07401457615196705 2.296369321644306 0.0 21950.0 21488.0 21645.0 15.0 15.0 14.0 0.75 
2599 23.026029109954834 0.055990301072597504 0.07420632429420948 2.306148536503315 1.9558429718017578 21978.0 21515.0 21672.0 13.0 13.0 12.0 0.75 
2600 23.031064987182617 0.05675729177892208 0.07497331313788891 2.3251314237713814 3.7965774536132812 21991.0 21528.0 21684.0 17.0 16.0 17.0 0.75 
2601 23.036031246185303 0.056182049214839935 0.07516506128013134 2.3339517191052437 1.764059066772461 22008.0 21544.0 21701.0 13.0 13.0 13.0 0.75 
2602 23.041030645370483 0.056182049214839935 0.07516506128013134 2.3339517191052437 0.0 22008.0 21544.0 21701.0 13.0 13.0 13.0 0.75 
2603 23.045992374420166 0.0544563215225935 0.07554855570197105 2.3510174825787544 3.4131526947021484 22034.0 21570.0 21727.0 14.0 14.0 14.0 0.75 
2604 23.05102300643921 0.05388107895851135 0.07574030384421349 2.3592624738812447 1.6489982604980469 22048.0 21584.0 21741.0 14.0 13.0 13.0 0.75 
2605 23.055991172790527 0.05349758267402649 0.07612380012869835 2.367507703602314 1.6490459442138672 22062.0 21597.0 21754.0 14.0 14.0 14.0 0.75 
2606 23.061086654663086 0.05330583453178406 0.0766990426927805 2.375369317829609 1.5723228454589844 22076.0 21611.0 21768.0 13.0 13.0 13.0 0.75 
2607 23.06605100631714 0.05330583453178406 0.0766990426927805 2.375369317829609 0.0 22076.0 21611.0 21768.0 13.0 13.0 13.0 0.75 
2608 23.070996522903442 0.05253884568810463 0.07746603339910507 2.391476161777973 3.2213687896728516 22102.0 21636.0 21794.0 14.0 14.0 14.0 0.75 
2609 23.07603120803833 0.051963601261377335 0.07765777967870235 2.39991308003664 1.6873836517333984 22116.0 21650.0 21808.0 14.0 14.0 14.0 0.75 
2610 23.081005096435547 0.05158010683953762 0.07784952782094479 2.408349998295307 1.6873836517333984 22130.0 21664.0 21822.0 13.0 12.0 13.0 0.75 
2611 23.08607816696167 0.05158010683953762 0.07784952782094479 2.408349998295307 0.0 22130.0 21664.0 21822.0 13.0 12.0 13.0 0.75 
2612 23.09100317955017 0.051004864275455475 0.07842477038502693 2.4259905889630318 3.528118133544922 22156.0 21690.0 21849.0 13.0 12.0 13.0 0.75 
2613 23.096028327941895 0.05062136799097061 0.07861651852726936 2.4351944997906685 1.8407821655273438 22169.0 21702.0 21862.0 14.0 14.0 14.0 0.75 
2614 23.10100483894348 0.0502378735691309 0.0788082666695118 2.444590099155903 1.879119873046875 22183.0 21716.0 21876.0 13.0 12.0 13.0 0.75 
2615 23.106058359146118 0.0502378735691309 0.0788082666695118 2.444590099155903 0.0 22183.0 21716.0 21876.0 13.0 12.0 13.0 0.75 
2616 23.1110258102417 0.04927913472056389 0.07938350923359394 2.4635732248425484 3.7966251373291016 22212.0 21744.0 21904.0 13.0 12.0 13.0 0.75 
2617 23.11600422859192 0.048895640298724174 0.07976700365543365 2.473352439701557 1.9558429718017578 22225.0 21756.0 21917.0 13.0 13.0 12.0 0.75 
2618 23.121044397354126 0.048895640298724174 0.07976700365543365 2.473352439701557 0.0 22225.0 21756.0 21917.0 13.0 13.0 12.0 0.75 
2619 23.126001834869385 0.047936903312802315 0.08053399436175823 2.4929106310009956 3.9116382598876953 22250.0 21781.0 21941.0 14.0 13.0 13.0 0.75 
2620 23.131032466888428 0.04736165888607502 0.08091748878359795 2.5024979189038277 1.9174575805664062 22264.0 21794.0 21954.0 12.0 12.0 13.0 0.75 
2621 23.136011362075806 0.046786416321992874 0.08130098506808281 2.512085445225239 1.9175052642822266 22276.0 21806.0 21967.0 15.0 14.0 13.0 0.75 
2622 23.141003370285034 0.046019427478313446 0.08168447948992252 2.5218644216656685 1.9557952880859375 22291.0 21820.0 21980.0 13.0 13.0 13.0 0.75 
2623 23.146055698394775 0.046019427478313446 0.08168447948992252 2.5218644216656685 0.0 22304.0 21833.0 21993.0 13.0 13.0 13.0 0.75 
2624 23.15101718902588 0.044868942350149155 0.08225972205400467 2.5412309244275093 3.873300552368164 22317.0 21846.0 22006.0 15.0 14.0 14.0 0.75 
2625 23.15604066848755 0.044868942350149155 0.08225972205400467 2.5412309244275093 0.0 22317.0 21846.0 22006.0 15.0 14.0 14.0 0.75 
2626 23.161028623580933 0.043718453496694565 0.08283496648073196 2.560789354145527 3.9116859436035156 22346.0 21873.0 22033.0 13.0 13.0 13.0 0.75 
2627 23.165997743606567 0.04352670907974243 0.08341020904481411 2.5707600191235542 1.9941329956054688 22359.0 21886.0 22046.0 14.0 14.0 14.0 0.75 
2628 23.171003818511963 0.043910201638936996 0.08360195532441139 2.580539233982563 1.9558429718017578 22373.0 21900.0 22060.0 13.0 13.0 12.0 0.75 
2629 23.176087141036987 0.04506068676710129 0.08379370346665382 2.590126521885395 1.9174575805664062 22386.0 21913.0 22072.0 15.0 14.0 15.0 0.75 
2630 23.18099856376648 0.04640292190015316 0.08398545160889626 2.599714048206806 1.9175052642822266 22401.0 21927.0 22087.0 14.0 13.0 13.0 0.75 
2631 23.186009168624878 0.04755340702831745 0.08436894603073597 2.609493024647236 1.9557952880859375 22415.0 21940.0 22100.0 16.0 17.0 16.0 0.75 
2632 23.1910617351532 0.04755340702831745 0.08436894603073597 2.609493024647236 0.0 22415.0 21940.0 22100.0 16.0 17.0 16.0 0.75 
2633 23.196019887924194 0.04832039773464203 0.08494418859481812 2.6192722395062447 1.9558429718017578 22431.0 21957.0 22116.0 13.0 12.0 13.0 0.75 
2634 23.201051235198975 0.0481286495923996 0.0866699181497097 2.6380634382367134 3.75823974609375 22457.0 21982.0 22141.0 13.0 12.0 13.0 0.75 
2635 23.20602321624756 0.0481286495923996 0.0866699181497097 2.6380634382367134 0.0 22457.0 21982.0 22141.0 13.0 12.0 13.0 0.75 
2636 23.211061716079712 0.04640292190015316 0.08705341257154942 2.655704267323017 3.528165817260742 22484.0 22008.0 22168.0 14.0 13.0 12.0 0.75 
2637 23.216411352157593 0.045827679336071014 0.08705341257154942 2.6643328741192818 1.7257213592529297 22498.0 22021.0 22180.0 15.0 15.0 16.0 0.75 
2638 23.221044063568115 0.04563593119382858 0.08724516071379185 2.6729614809155464 1.7257213592529297 22513.0 22036.0 22196.0 13.0 13.0 12.0 0.75 
2639 23.226036310195923 0.04563593119382858 0.08724516071379185 2.6729614809155464 0.0 22513.0 22036.0 22196.0 13.0 13.0 12.0 0.75 
2640 23.23104190826416 0.04525243490934372 0.08820389863103628 2.6892602518200874 3.259754180908203 22539.0 22061.0 22221.0 14.0 14.0 14.0 0.75 
2641 23.236064672470093 0.04525243490934372 0.08820389863103628 2.6892602518200874 0.0 22539.0 22061.0 22221.0 14.0 14.0 14.0 0.75 
2642 23.241087436676025 0.044868942350149155 0.08839564584195614 2.69731355458498 1.6106605529785156 22553.0 22075.0 22235.0 15.0 15.0 14.0 0.75 
2643 23.2460675239563 0.04410194978117943 0.08935438375920057 2.7132287099957466 3.1830310821533203 22581.0 22102.0 22262.0 14.0 14.0 14.0 0.75 
2644 23.25109887123108 0.04410194978117943 0.08935438375920057 2.7132287099957466 0.0 22581.0 22102.0 22262.0 14.0 14.0 14.0 0.75 
2645 23.25635290145874 0.04352670907974243 0.08973787911236286 2.721473701298237 1.6489982604980469 22595.0 22116.0 22276.0 13.0 13.0 13.0 0.75 
2646 23.26130247116089 0.04314321279525757 0.09031312167644501 2.7385392263531685 3.413105010986328 22622.0 22143.0 22303.0 13.0 12.0 14.0 0.75 
2647 23.266066551208496 0.04314321279525757 0.09031312167644501 2.7385392263531685 0.0 22622.0 22143.0 22303.0 13.0 12.0 14.0 0.75 
